Machine_ID,cycle,Timestamp,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,Machine failure
M003,83,2026-01-01 01:22:00,M,298.8,309.8,1377,49.6,27,0,0,0,0,0,0
M003,84,2026-01-01 01:23:00,H,298.8,309.9,1439,45.2,40,0,0,0,0,0,1
M003,85,2026-01-01 01:24:00,L,298.8,309.9,1550,38.8,53,0,0,0,0,0,0
M003,86,2026-01-01 01:25:00,M,298.8,310.0,1486,38.5,55,0,0,0,0,0,0
M003,87,2026-01-01 01:26:00,H,299.0,310.4,1677,30.8,73,0,0,0,0,0,0
M003,88,2026-01-01 01:27:00,M,299.0,310.3,1447,39.9,78,0,0,0,0,0,0
M003,89,2026-01-01 01:28:00,L,298.9,310.4,1831,25.4,81,0,0,0,0,0,0
M003,90,2026-01-01 01:29:00,L,298.9,310.3,1364,54.0,95,0,0,0,0,0,0
M003,91,2026-01-01 01:30:00,L,298.8,310.0,1412,46.3,107,0,0,0,0,0,0
M003,92,2026-01-01 01:31:00,L,298.7,309.8,1365,50.5,111,0,0,0,0,0,0
M003,93,2026-01-01 01:32:00,M,298.0,308.7,1479,58.5,176,0,0,1,0,0,1
M003,94,2026-01-01 01:33:00,L,298.0,308.7,1268,69.4,189,0,0,1,1,0,1
M003,95,2026-01-01 01:34:00,L,298.0,308.7,1629,34.3,191,0,0,0,0,0,0
M003,96,2026-01-01 01:35:00,M,298.0,308.7,1436,48.2,201,0,0,0,0,0,0
M003,97,2026-01-01 01:36:00,L,298.0,308.7,1462,48.2,204,0,0,0,0,0,0
M003,98,2026-01-01 01:37:00,L,298.0,308.7,1771,26.2,206,0,0,0,0,0,0
M003,99,2026-01-01 01:38:00,L,298.0,308.7,1626,36.7,210,0,0,0,0,0,0
M003,100,2026-01-01 01:39:00,L,298.0,308.5,1429,37.7,220,1,0,0,0,0,1
M004,1,2026-01-01 00:00:00,M,298.1,308.7,1547,38.9,0,0,0,0,0,0,0
M004,2,2026-01-01 00:01:00,L,298.1,308.7,1568,32.9,10,0,0,0,0,0,0
M004,3,2026-01-01 00:02:00,M,298.5,309.2,1449,46.4,83,0,0,0,0,0,0
M004,4,2026-01-01 00:03:00,L,298.4,308.9,1628,34.9,93,0,0,0,0,0,0
M004,5,2026-01-01 00:04:00,M,298.4,309.0,1544,38.8,97,0,0,0,0,0,0
M004,6,2026-01-01 00:05:00,L,298.3,308.4,1528,37.3,160,0,0,0,0,0,0
M004,7,2026-01-01 00:06:00,L,298.3,308.4,1490,41.7,170,0,0,0,0,0,0
M004,8,2026-01-01 00:07:00,L,298.3,308.4,1484,43.4,172,0,0,0,0,0,0
M004,9,2026-01-01 00:08:00,M,298.2,308.3,1560,33.0,181,0,0,0,0,0,0
M004,10,2026-01-01 00:09:00,H,298.1,308.3,1530,42.0,184,0,0,0,0,0,0
M004,11,2026-01-01 00:10:00,L,298.2,308.4,1310,61.0,189,0,0,0,1,0,1
M004,12,2026-01-01 00:11:00,M,298.1,308.3,1453,41.5,204,0,0,0,0,0,0
M004,13,2026-01-01 00:12:00,L,298.2,308.4,1497,37.7,207,0,0,0,0,0,0
M004,14,2026-01-01 00:13:00,L,298.1,308.4,1592,38.2,211,0,0,0,0,0,0
M004,15,2026-01-01 00:14:00,L,298.0,308.2,1365,52.9,218,0,0,0,1,0,1
M004,16,2026-01-01 00:15:00,L,298.0,308.1,1877,24.3,0,0,0,0,0,0,0
M004,17,2026-01-01 00:16:00,L,297.9,308.0,1490,46.2,6,0,0,0,0,0,0
M004,18,2026-01-01 00:17:00,L,297.8,307.8,1597,38.2,11,0,0,0,0,0,0
M004,19,2026-01-01 00:18:00,H,297.8,307.9,1600,33.5,13,0,0,0,0,0,0
M004,20,2026-01-01 00:19:00,M,297.8,307.8,1622,32.1,18,0,0,0,0,0,0
M004,21,2026-01-01 00:20:00,M,297.9,307.9,1540,39.8,38,0,0,0,0,0,0
M004,22,2026-01-01 00:21:00,M,297.8,307.9,1802,25.8,43,0,0,0,0,0,0
M004,23,2026-01-01 00:22:00,L,297.8,307.8,1563,34.3,53,0,0,0,0,0,0
M004,24,2026-01-01 00:23:00,M,297.9,307.8,1450,43.5,106,0,0,0,0,0,0
M004,25,2026-01-01 00:24:00,M,298.0,308.0,1555,37.0,111,0,0,0,0,0,0
M004,26,2026-01-01 00:25:00,L,297.9,307.8,1373,50.2,130,0,0,0,0,0,0
M004,27,2026-01-01 00:26:00,H,298.0,307.9,1482,37.8,132,0,0,0,0,0,0
M004,28,2026-01-01 00:27:00,L,298.0,307.8,1414,51.7,140,0,0,0,0,0,0
M004,29,2026-01-01 00:28:00,L,298.2,308.1,1532,42.5,154,0,0,0,0,0,0
M004,30,2026-01-01 00:29:00,M,298.2,308.0,1411,47.2,168,0,0,0,0,0,0
M004,31,2026-01-01 00:30:00,H,298.2,307.9,1491,39.7,181,0,0,0,0,0,0
M004,32,2026-01-01 00:31:00,L,298.2,307.9,1551,36.0,186,0,0,0,0,0,0
M004,33,2026-01-01 00:32:00,L,298.2,307.9,1544,31.4,192,0,0,0,0,0,0
M004,34,2026-01-01 00:33:00,M,297.9,307.5,1647,30.8,212,0,0,0,0,0,0
M004,35,2026-01-01 00:34:00,H,297.9,307.4,1604,36.1,225,1,0,0,0,0,1
M004,36,2026-01-01 00:35:00,H,298.0,307.5,1683,27.8,26,0,0,0,0,0,0
M004,37,2026-01-01 00:36:00,L,298.0,307.6,1509,41.6,33,0,0,0,0,0,0
M004,38,2026-01-01 00:37:00,L,298.0,307.7,1479,42.5,47,0,0,0,0,0,0
M004,39,2026-01-01 00:38:00,L,298.2,307.7,1688,32.4,91,0,0,0,0,0,0
M004,40,2026-01-01 00:39:00,M,298.3,307.7,1602,33.4,106,0,0,0,0,0,0
M004,41,2026-01-01 00:40:00,M,298.3,307.7,1439,43.8,111,0,0,0,0,0,0
M004,42,2026-01-01 00:41:00,M,298.3,307.9,1485,42.0,117,0,0,0,0,0,0
M004,43,2026-01-01 00:42:00,M,298.5,308.1,1501,39.2,127,0,0,0,0,0,0
M004,44,2026-01-01 00:43:00,L,298.4,307.9,2381,14.2,164,0,0,0,0,0,0
M004,45,2026-01-01 00:44:00,H,298.4,307.7,1626,31.1,166,0,0,0,0,1,0
M004,46,2026-01-01 00:45:00,L,298.3,307.6,1942,20.6,176,0,0,0,0,0,0
M004,47,2026-01-01 00:46:00,L,298.1,307.6,1950,20.3,202,0,0,0,0,0,0
M004,48,2026-01-01 00:47:00,H,298.2,307.6,1460,48.6,204,0,0,0,0,0,0
M004,49,2026-01-01 00:48:00,L,298.2,307.6,1511,31.0,209,1,0,0,0,0,1
M004,50,2026-01-01 00:49:00,H,298.2,307.6,1318,55.7,0,0,0,0,0,0,0
M004,51,2026-01-01 00:50:00,H,298.6,308.2,1555,36.8,36,0,0,0,0,0,0
M004,52,2026-01-01 00:51:00,L,298.4,308.0,1571,37.4,50,0,0,0,0,0,0
M004,53,2026-01-01 00:52:00,L,298.3,308.0,2886,3.8,57,0,0,1,0,0,1
M004,54,2026-01-01 00:53:00,L,298.2,307.9,1313,67.3,67,0,0,1,0,0,1
M004,55,2026-01-01 00:54:00,L,298.1,307.8,1761,28.2,76,0,0,0,0,0,0
M004,56,2026-01-01 00:55:00,M,298.0,307.5,1524,36.3,98,0,0,0,0,0,0
M004,57,2026-01-01 00:56:00,H,298.0,307.6,1593,32.2,118,0,0,0,0,0,0
M004,58,2026-01-01 00:57:00,L,298.1,307.7,2567,12.8,125,0,0,1,0,0,1
M004,59,2026-01-01 00:58:00,L,298.1,307.6,1364,53.8,129,0,0,0,0,0,0
M004,60,2026-01-01 00:59:00,L,297.8,307.2,1351,56.3,174,0,0,0,0,0,0
M004,61,2026-01-01 01:00:00,M,297.8,307.4,1330,51.7,183,0,0,0,0,0,0
M004,62,2026-01-01 01:01:00,L,297.8,307.3,1327,61.0,186,0,0,0,1,0,1
M004,63,2026-01-01 01:02:00,H,297.7,307.3,1249,62.8,47,0,0,0,0,0,0
M004,64,2026-01-01 01:03:00,L,298.3,308.1,1326,58.4,90,0,0,0,0,0,0
M004,65,2026-01-01 01:04:00,L,298.3,308.0,1363,50.1,96,0,0,0,0,0,0
M004,66,2026-01-01 01:05:00,M,298.0,307.6,1581,43.4,113,0,0,0,0,0,0
M004,67,2026-01-01 01:06:00,L,297.9,307.6,1344,54.3,151,0,0,0,0,0,0
M004,68,2026-01-01 01:07:00,L,297.9,307.6,1430,52.4,178,0,0,0,0,0,0
M004,69,2026-01-01 01:08:00,M,298.0,307.8,1492,40.2,197,0,0,0,0,0,0
M004,70,2026-01-01 01:09:00,M,298.1,307.9,1463,47.3,206,0,0,0,0,0,0
M004,71,2026-01-01 01:10:00,L,298.0,307.7,1529,34.1,11,0,0,0,0,0,0
M004,72,2026-01-01 01:11:00,L,297.9,307.7,1353,50.7,13,0,0,0,0,0,0
M004,73,2026-01-01 01:12:00,M,298.1,307.9,1569,37.0,29,0,0,0,0,0,0
M004,74,2026-01-01 01:13:00,L,298.1,307.9,1698,33.3,40,0,0,0,0,0,0
M004,75,2026-01-01 01:14:00,L,298.1,308.0,1704,30.9,61,0,0,0,0,0,0
M004,76,2026-01-01 01:15:00,L,298.2,308.1,1622,34.9,67,0,0,0,0,0,0
M004,77,2026-01-01 01:16:00,L,298.2,308.1,1462,49.9,69,0,0,0,0,0,0
M004,78,2026-01-01 01:17:00,L,298.1,308.1,1410,45.8,71,0,0,0,0,0,0
M004,79,2026-01-01 01:18:00,M,298.0,307.9,1479,47.6,76,0,0,0,0,0,0
M004,80,2026-01-01 01:19:00,L,297.8,307.5,1448,51.2,107,0,0,0,0,0,0
M004,81,2026-01-01 01:20:00,L,297.7,307.5,1379,43.3,111,0,0,0,0,0,0
M004,82,2026-01-01 01:21:00,L,297.8,307.5,1581,33.1,116,0,0,0,0,0,0
M004,83,2026-01-01 01:22:00,L,297.9,307.6,1515,40.5,118,0,0,0,0,0,0
M004,84,2026-01-01 01:23:00,L,298.0,307.7,1442,43.6,148,0,0,0,0,0,0
M004,85,2026-01-01 01:24:00,M,298.0,307.6,1301,58.5,155,0,0,0,0,0,0
M004,86,2026-01-01 01:25:00,L,298.1,307.6,1498,42.9,171,0,0,0,0,0,0
M004,87,2026-01-01 01:26:00,M,298.2,307.8,1599,31.2,173,0,0,0,0,0,0
M004,88,2026-01-01 01:27:00,L,298.3,308.0,1451,47.1,196,0,0,0,0,0,0
M004,89,2026-01-01 01:28:00,M,298.4,308.0,1416,38.2,198,1,0,0,0,0,1
M004,90,2026-01-01 01:29:00,M,298.5,308.2,1564,37.5,15,0,0,0,0,0,0
M004,91,2026-01-01 01:30:00,L,298.6,308.3,1278,60.5,32,0,0,0,0,0,0
M004,92,2026-01-01 01:31:00,L,298.6,308.4,1397,46.4,36,0,0,0,0,0,0
M004,93,2026-01-01 01:32:00,L,298.5,308.2,1301,66.3,42,0,0,1,0,0,1
M004,94,2026-01-01 01:33:00,L,298.5,308.3,1458,44.0,44,0,0,0,0,0,0
M004,95,2026-01-01 01:34:00,M,298.7,308.5,1660,27.0,50,0,0,0,0,0,0
M004,96,2026-01-01 01:35:00,M,298.7,308.6,1722,24.7,64,0,0,0,0,0,0
M004,97,2026-01-01 01:36:00,M,298.7,308.3,1349,46.6,74,0,0,0,0,0,0
M004,98,2026-01-01 01:37:00,L,298.8,308.6,1331,62.8,81,0,0,0,0,0,0
M004,99,2026-01-01 01:38:00,L,299.7,309.6,1321,53.4,166,0,0,0,0,0,0
M004,100,2026-01-01 01:39:00,L,299.6,309.5,1570,35.5,189,0,0,0,0,1,0
M005,1,2026-01-01 00:00:00,L,299.6,309.4,1677,31.1,191,0,0,0,0,0,0
M005,2,2026-01-01 00:01:00,L,299.5,309.4,1390,58.8,195,0,0,0,1,0,1
M005,3,2026-01-01 00:02:00,L,299.5,309.3,1442,46.2,5,0,0,0,0,0,0
M005,4,2026-01-01 00:03:00,L,299.5,309.3,1941,22.5,18,0,0,0,0,0,0
M005,5,2026-01-01 00:04:00,L,299.5,309.2,1393,47.3,20,0,0,0,0,0,0
M005,6,2026-01-01 00:05:00,L,299.4,309.2,1433,42.1,22,0,0,0,0,0,0
M005,7,2026-01-01 00:06:00,L,299.4,309.2,1444,48.2,24,0,0,0,0,0,0
M005,8,2026-01-01 00:07:00,L,299.4,309.3,1525,41.5,30,0,0,0,0,0,0
M005,9,2026-01-01 00:08:00,M,299.5,309.4,1387,56.2,32,0,0,0,0,0,0
M005,10,2026-01-01 00:09:00,M,299.3,309.3,1471,46.0,42,0,0,0,0,0,0
M005,11,2026-01-01 00:10:00,L,299.3,309.3,1325,62.0,47,0,0,0,0,0,0
M005,12,2026-01-01 00:11:00,M,299.4,309.1,1417,47.3,59,0,0,0,0,0,0
M005,13,2026-01-01 00:12:00,L,299.4,309.0,1404,47.3,86,0,0,0,0,0,0
M005,14,2026-01-01 00:13:00,H,299.2,308.8,1908,21.3,104,0,0,0,0,0,0
M005,15,2026-01-01 00:14:00,M,299.2,308.8,1503,37.4,109,0,0,0,0,0,0
M005,16,2026-01-01 00:15:00,L,299.3,308.9,1258,69.4,119,0,0,1,0,0,1
M005,17,2026-01-01 00:16:00,L,299.4,309.0,1660,28.4,139,0,0,0,0,0,0
M005,18,2026-01-01 00:17:00,L,299.3,309.0,1511,47.8,148,0,0,0,0,0,0
M005,19,2026-01-01 00:18:00,L,299.3,308.9,1623,31.1,152,0,0,0,0,0,0
M005,20,2026-01-01 00:19:00,M,299.3,308.8,1442,49.0,165,0,0,0,0,0,0
M005,21,2026-01-01 00:20:00,L,299.4,308.9,1550,33.7,174,0,0,0,0,0,0
M005,22,2026-01-01 00:21:00,H,299.3,308.8,1397,45.4,191,0,0,0,0,0,0
M005,23,2026-01-01 00:22:00,M,299.6,309.2,1867,23.4,225,1,0,0,0,0,1
M005,24,2026-01-01 00:23:00,M,299.5,309.1,1420,49.5,5,0,0,0,0,0,0
M005,25,2026-01-01 00:24:00,M,299.5,309.2,1590,35.9,22,0,0,0,0,0,0
M005,26,2026-01-01 00:25:00,L,299.7,309.4,1445,42.9,55,0,0,0,0,0,0
M005,27,2026-01-01 00:26:00,M,299.8,309.4,1439,47.4,57,0,0,0,0,0,0
M005,28,2026-01-01 00:27:00,H,299.8,309.2,1435,42.6,111,0,0,0,0,0,0
M005,29,2026-01-01 00:28:00,L,299.7,309.1,1347,55.3,139,0,0,0,0,0,0
M005,30,2026-01-01 00:29:00,M,299.7,309.0,1465,49.0,158,0,0,0,0,0,0
M005,31,2026-01-01 00:30:00,L,299.5,308.7,2549,13.0,179,0,0,1,0,0,1
M005,32,2026-01-01 00:31:00,L,299.3,308.6,1474,49.6,191,0,0,0,0,0,0
M005,33,2026-01-01 00:32:00,L,299.2,308.4,1667,29.0,199,0,0,0,0,0,0
M005,34,2026-01-01 00:33:00,M,299.3,308.4,1542,37.5,203,1,0,0,0,0,1
M005,35,2026-01-01 00:34:00,L,299.1,308.3,1325,46.9,28,0,0,0,0,0,0
M005,36,2026-01-01 00:35:00,L,299.1,308.3,1559,33.7,30,0,0,0,0,0,0
M005,37,2026-01-01 00:36:00,M,299.2,308.4,1330,51.2,56,0,0,0,0,0,0
M005,38,2026-01-01 00:37:00,L,299.2,308.5,1370,52.4,61,0,0,0,0,0,0
M005,39,2026-01-01 00:38:00,L,299.2,308.5,1438,46.6,63,0,0,0,0,0,0
M005,40,2026-01-01 00:39:00,M,299.3,308.6,1448,52.1,71,0,0,0,0,0,0
M005,41,2026-01-01 00:40:00,L,299.4,308.7,1504,37.8,112,0,0,0,0,0,0
M005,42,2026-01-01 00:41:00,L,299.4,308.7,1446,62.9,134,0,0,1,0,0,1
M005,43,2026-01-01 00:42:00,M,299.1,308.6,1491,38.5,166,0,0,0,0,0,0
M005,44,2026-01-01 00:43:00,M,299.1,308.8,1725,26.6,172,0,0,0,0,0,0
M005,45,2026-01-01 00:44:00,L,299.2,308.9,1368,47.2,175,0,0,0,0,0,0
M005,46,2026-01-01 00:45:00,L,299.2,308.9,1526,37.9,177,0,0,0,0,0,0
M005,47,2026-01-01 00:46:00,M,299.2,308.8,1700,33.5,185,0,0,0,0,0,0
M005,48,2026-01-01 00:47:00,M,299.2,308.8,1314,52.5,193,0,0,0,0,0,0
M005,49,2026-01-01 00:48:00,L,299.3,308.7,1579,36.3,211,0,0,0,0,0,0
M005,50,2026-01-01 00:49:00,L,299.3,308.6,1384,53.6,218,0,0,0,1,0,1
M005,51,2026-01-01 00:50:00,L,299.2,308.5,1378,50.4,220,0,0,0,1,0,1
M005,52,2026-01-01 00:51:00,L,299.2,308.4,1509,39.4,0,0,0,0,0,0,0
M005,53,2026-01-01 00:52:00,L,299.2,308.4,1475,38.7,22,0,0,0,0,0,0
M005,54,2026-01-01 00:53:00,L,299.2,308.3,1410,43.0,26,0,0,0,0,0,0
M005,55,2026-01-01 00:54:00,M,299.3,308.5,1386,42.2,30,0,0,0,0,0,0
M005,56,2026-01-01 00:55:00,M,299.2,308.4,1381,42.5,54,0,0,0,0,0,0
M005,57,2026-01-01 00:56:00,M,299.3,308.4,1468,42.2,83,0,0,0,0,0,0
M005,58,2026-01-01 00:57:00,M,299.2,308.4,1856,22.7,86,0,0,0,0,0,0
M005,59,2026-01-01 00:58:00,L,299.3,308.5,1409,44.8,91,0,0,0,0,0,0
M005,60,2026-01-01 00:59:00,M,299.2,308.4,1476,32.7,101,0,0,0,0,0,0
M005,61,2026-01-01 01:00:00,L,299.1,308.2,1568,33.3,123,0,0,0,0,0,0
M005,62,2026-01-01 01:01:00,M,299.2,308.5,1474,47.2,132,0,0,0,0,0,0
M005,63,2026-01-01 01:02:00,M,299.1,308.7,2008,20.3,178,0,0,0,0,0,0
M005,64,2026-01-01 01:03:00,L,299.1,308.6,1437,41.6,183,0,0,0,0,0,0
M005,65,2026-01-01 01:04:00,M,299.1,308.6,1499,45.1,185,0,0,0,0,0,0
M005,66,2026-01-01 01:05:00,L,299.0,308.4,1356,52.6,188,0,0,0,0,0,0
M005,67,2026-01-01 01:06:00,L,299.1,308.6,1408,46.7,196,0,0,0,0,0,0
M005,68,2026-01-01 01:07:00,L,298.8,308.1,1472,53.5,28,0,0,0,0,0,0
M005,69,2026-01-01 01:08:00,M,298.9,308.2,1372,63.6,30,0,0,1,0,0,1
M005,70,2026-01-01 01:09:00,M,299.1,308.4,1330,53.6,62,0,0,0,0,0,0
M005,71,2026-01-01 01:10:00,M,299.1,308.4,1332,51.7,71,0,0,0,0,0,0
M005,72,2026-01-01 01:11:00,L,299.2,308.6,1267,68.2,76,0,0,1,0,0,1
M005,73,2026-01-01 01:12:00,L,298.9,308.5,1742,34.5,117,0,0,0,0,0,0
M005,74,2026-01-01 01:13:00,L,298.9,308.6,1481,40.7,124,0,0,0,0,0,0
M005,75,2026-01-01 01:14:00,L,298.9,308.5,1467,44.7,136,0,0,0,0,0,0
M005,76,2026-01-01 01:15:00,L,298.9,308.5,1429,55.1,140,0,0,0,0,0,0
M005,77,2026-01-01 01:16:00,H,298.9,308.4,1449,42.4,149,0,0,0,0,0,0
M005,78,2026-01-01 01:17:00,L,298.9,308.5,1387,57.3,154,0,0,0,0,0,0
M005,79,2026-01-01 01:18:00,L,298.9,308.7,1504,41.8,165,0,0,0,0,0,0
M005,80,2026-01-01 01:19:00,L,299.1,308.8,1329,53.6,207,0,0,0,1,0,1
M005,81,2026-01-01 01:20:00,M,299.2,308.9,1573,37.4,212,0,0,0,0,0,0
M005,82,2026-01-01 01:21:00,L,299.1,308.9,1467,47.2,218,0,0,0,0,0,0
M005,83,2026-01-01 01:22:00,M,299.1,308.9,1325,48.4,220,0,0,0,0,0,0
M005,84,2026-01-01 01:23:00,L,299.2,309.0,1515,48.9,228,0,0,0,1,0,1
M005,85,2026-01-01 01:24:00,L,299.2,309.0,1408,47.2,0,0,0,0,0,0,0
M005,86,2026-01-01 01:25:00,L,298.8,308.7,1635,35.2,47,0,0,0,0,0,0
M005,87,2026-01-01 01:26:00,L,298.8,308.6,1730,25.9,59,0,0,0,0,0,0
M005,88,2026-01-01 01:27:00,L,298.9,308.7,1438,51.7,64,0,0,0,0,0,0
M005,89,2026-01-01 01:28:00,L,299.0,308.8,1495,38.4,75,0,0,0,0,0,0
M005,90,2026-01-01 01:29:00,H,298.9,308.7,1353,48.1,79,0,0,0,0,0,0
M005,91,2026-01-01 01:30:00,M,299.2,309.0,1541,36.3,104,0,0,0,0,0,0
M005,92,2026-01-01 01:31:00,L,299.2,309.1,1605,34.3,107,0,0,0,0,0,0
M005,93,2026-01-01 01:32:00,M,299.3,309.2,1440,37.5,111,0,0,0,0,0,0
M005,94,2026-01-01 01:33:00,M,299.2,309.0,1881,23.9,137,0,0,0,0,0,0
M005,95,2026-01-01 01:34:00,L,299.3,309.0,1447,50.4,140,0,0,0,0,1,0
M005,96,2026-01-01 01:35:00,L,299.4,309.2,1607,31.7,145,0,0,0,0,0,0
M005,97,2026-01-01 01:36:00,L,299.2,309.1,1345,60.7,191,0,0,0,1,0,1
M005,98,2026-01-01 01:37:00,L,299.0,308.7,1706,28.6,206,0,0,0,0,0,0
M005,99,2026-01-01 01:38:00,L,299.0,308.7,2250,16.6,208,0,0,0,0,0,0
M005,100,2026-01-01 01:39:00,L,299.1,308.8,1320,67.5,20,0,0,1,0,0,1
M006,1,2026-01-01 00:00:00,L,299.3,309.1,1399,52.1,27,0,0,0,0,0,0
M006,2,2026-01-01 00:01:00,L,299.4,309.2,1427,41.5,29,0,0,0,0,0,0
M006,3,2026-01-01 00:02:00,H,299.4,309.3,1534,37.5,39,0,0,0,0,0,0
M006,4,2026-01-01 00:03:00,H,299.7,309.5,1375,46.8,86,0,0,0,0,0,0
M006,5,2026-01-01 00:04:00,L,299.8,309.4,1408,45.6,156,0,0,0,0,0,0
M006,6,2026-01-01 00:05:00,L,299.9,309.5,1349,51.3,176,0,0,0,0,0,0
M006,7,2026-01-01 00:06:00,H,299.7,309.2,1691,27.7,203,0,0,0,0,0,0
M006,8,2026-01-01 00:07:00,M,299.7,309.3,1399,41.9,221,1,0,0,0,0,1
M006,9,2026-01-01 00:08:00,L,299.8,309.4,1633,27.5,29,0,0,0,0,0,0
M006,10,2026-01-01 00:09:00,L,299.9,309.4,1348,52.8,31,0,0,0,0,0,0
M006,11,2026-01-01 00:10:00,M,299.7,309.2,1608,34.4,68,0,0,0,0,0,0
M006,12,2026-01-01 00:11:00,M,299.6,309.0,1539,36.1,76,0,0,0,0,0,0
M006,13,2026-01-01 00:12:00,L,299.6,309.1,1641,35.8,81,0,0,0,0,0,0
M006,14,2026-01-01 00:13:00,L,299.5,309.1,1357,47.3,106,0,0,0,0,0,0
M006,15,2026-01-01 00:14:00,H,299.7,309.2,1572,32.8,142,0,0,0,0,0,0
M006,16,2026-01-01 00:15:00,L,299.8,309.2,1572,35.4,158,0,0,0,0,0,0
M006,17,2026-01-01 00:16:00,L,299.6,309.1,1369,51.4,164,0,0,0,0,0,0
M006,18,2026-01-01 00:17:00,M,299.7,309.2,1685,28.9,179,0,0,0,0,0,1
M006,19,2026-01-01 00:18:00,H,299.7,309.2,1456,40.6,182,0,0,0,0,0,0
M006,20,2026-01-01 00:19:00,M,299.7,309.1,1851,24.7,189,0,0,0,0,0,0
M006,21,2026-01-01 00:20:00,L,299.8,309.2,1400,42.6,210,0,0,0,0,0,0
M006,22,2026-01-01 00:21:00,L,299.8,309.3,1299,65.1,212,0,0,0,1,0,1
M006,23,2026-01-01 00:22:00,L,299.8,309.2,1491,47.5,216,0,0,0,0,0,0
M006,24,2026-01-01 00:23:00,L,299.9,309.4,1858,22.5,22,0,0,0,0,0,0
M006,25,2026-01-01 00:24:00,L,300.1,309.4,1559,39.7,24,0,0,0,0,0,0
M006,26,2026-01-01 00:25:00,L,300.1,309.5,1353,50.9,34,0,0,0,0,0,0
M006,27,2026-01-01 00:26:00,M,300.3,309.6,1524,38.4,54,0,0,0,0,0,0
M006,28,2026-01-01 00:27:00,L,300.3,309.6,1597,31.8,73,0,0,0,0,0,0
M006,29,2026-01-01 00:28:00,M,300.2,309.5,1642,28.8,92,0,0,0,0,0,0
M006,30,2026-01-01 00:29:00,M,300.3,309.6,1509,46.6,95,0,0,0,0,0,0
M006,31,2026-01-01 00:30:00,L,299.9,309.2,1761,25.6,115,0,0,0,0,0,0
M006,32,2026-01-01 00:31:00,M,300.1,309.4,1569,31.6,124,0,0,0,0,0,0
M006,33,2026-01-01 00:32:00,L,300.2,309.5,1356,51.1,133,0,0,0,0,0,0
M006,34,2026-01-01 00:33:00,L,300.3,309.4,1470,33.5,148,0,0,0,0,0,0
M006,35,2026-01-01 00:34:00,L,300.3,309.3,1612,36.0,158,0,0,0,0,0,0
M006,36,2026-01-01 00:35:00,L,300.3,309.2,1807,26.4,169,0,0,0,0,0,0
M006,37,2026-01-01 00:36:00,M,300.3,309.1,1458,44.3,175,0,0,0,0,0,0
M006,38,2026-01-01 00:37:00,H,300.4,309.4,1487,38.9,185,0,0,0,0,0,0
M006,39,2026-01-01 00:38:00,L,300.3,309.3,1345,53.5,192,0,0,0,0,0,0
M006,40,2026-01-01 00:39:00,L,300.3,309.2,1398,54.4,198,0,0,0,0,0,0
M006,41,2026-01-01 00:40:00,L,300.3,309.2,1412,44.8,200,0,0,0,0,0,0
M006,42,2026-01-01 00:41:00,L,300.5,309.3,1417,51.5,231,0,0,0,1,0,1
M006,43,2026-01-01 00:42:00,L,300.6,309.5,1867,23.0,242,0,0,0,0,0,0
M006,44,2026-01-01 00:43:00,H,300.6,309.4,1380,47.6,246,1,0,0,0,0,1
M006,45,2026-01-01 00:44:00,H,300.7,309.7,1623,32.7,0,0,0,0,0,0,0
M006,46,2026-01-01 00:45:00,M,300.8,309.7,1519,39.7,16,0,0,0,0,0,0
M006,47,2026-01-01 00:46:00,M,300.5,309.3,1578,30.5,34,0,0,0,0,0,0
M006,48,2026-01-01 00:47:00,M,300.6,309.4,1367,63.2,45,0,0,1,0,0,1
M006,49,2026-01-01 00:48:00,M,300.6,309.6,1588,37.0,50,0,0,0,0,0,0
M006,50,2026-01-01 00:49:00,L,300.6,309.6,1684,32.8,53,0,0,0,0,0,0
M006,51,2026-01-01 00:50:00,L,300.6,309.6,1409,42.4,57,0,0,0,0,0,0
M006,52,2026-01-01 00:51:00,L,300.7,309.6,1733,24.8,85,0,0,0,0,0,0
M006,53,2026-01-01 00:52:00,M,300.7,309.6,1473,48.1,87,0,0,0,0,0,0
M006,54,2026-01-01 00:53:00,M,300.6,309.5,1550,40.2,96,0,0,0,0,0,0
M006,55,2026-01-01 00:54:00,M,300.6,309.4,1581,35.7,117,0,0,0,0,0,0
M006,56,2026-01-01 00:55:00,L,300.7,309.6,1500,44.1,122,0,0,0,0,0,0
M006,57,2026-01-01 00:56:00,L,300.7,309.6,1661,30.3,129,0,0,0,0,0,0
M006,58,2026-01-01 00:57:00,L,300.7,309.6,1541,34.6,131,0,0,0,0,0,0
M006,59,2026-01-01 00:58:00,H,300.6,309.6,1888,20.5,133,0,0,0,0,0,0
M006,60,2026-01-01 00:59:00,L,300.8,309.8,1657,31.1,151,0,0,0,0,0,0
M006,61,2026-01-01 01:00:00,M,300.7,309.6,1421,49.8,165,0,0,0,0,0,0
M006,62,2026-01-01 01:01:00,L,300.9,309.7,1460,42.1,181,0,0,0,0,0,0
M006,63,2026-01-01 01:02:00,M,300.7,309.6,1996,19.8,203,1,0,0,0,0,1
M006,64,2026-01-01 01:03:00,M,300.7,309.5,1622,30.5,14,0,0,0,0,0,0
M006,65,2026-01-01 01:04:00,L,300.7,309.5,1592,29.0,17,0,0,0,0,0,0
